index,delta_RHR
2024-08-07 00:00:00,5.264851314280996
2024-08-07 01:00:00,5.521101314280976
2024-08-07 02:00:00,6.157928237357915
2024-08-07 04:00:00,6.5992957587254395
2024-08-07 10:00:00,7.0232604051900935
2024-08-07 23:00:00,7.519017980947659
2024-08-08 04:00:00,7.515851314281001
2024-08-08 05:00:00,7.184851314280998
2024-08-08 07:00:00,7.02110131428099
2024-08-09 02:00:00,6.847351314281006
2024-08-09 03:00:00,6.308438270802732
2024-08-09 04:00:00,6.231517980947665
2024-08-09 05:00:00,6.2513513142809884
2024-08-09 06:00:00,6.316214950644628
2024-08-09 17:00:00,6.328779885709558
2024-08-09 18:00:00,6.448779885709563
2024-08-10 03:00:00,6.353601314281001
2024-08-10 05:00:00,6.50943464761432
2024-08-10 06:00:00,6.777351314280999
2024-08-10 07:00:00,6.909851314280978
2024-08-10 14:00:00,7.063184647614328
2024-08-10 16:00:00,7.580476314280979
2024-08-11 04:00:00,8.06016381428099
2024-08-11 05:00:00,8.284851314280992
2024-08-11 09:00:00,8.346413814280986
2024-08-12 06:00:00,8.43901798094766
2024-08-12 07:00:00,8.52235131428099
2024-08-12 08:00:00,8.744624041553728
2024-08-12 12:00:00,8.951101314280997
2024-08-13 00:00:00,9.072351314280986
2024-08-13 02:00:00,9.16568464761432
2024-08-13 05:00:00,9.114351314281002
2024-08-13 06:00:00,9.01848767791737
2024-08-13 07:00:00,8.895851314280996
2024-08-13 08:00:00,8.940684647614312
2024-08-13 18:00:00,9.069851314280989
2024-08-13 22:00:00,9.354017980947667
2024-08-13 23:00:00,9.729538814280993
2024-08-14 01:00:00,9.822976314281
2024-08-14 04:00:00,9.754851314280991
2024-08-14 05:00:00,9.628351314280998
2024-08-14 06:00:00,9.08360131428099
2024-08-14 07:00:00,8.554851314280974
2024-08-14 08:00:00,8.227351314281002
2024-08-14 10:00:00,8.022010405190095
2024-08-14 11:00:00,8.077351314280996
2024-08-14 14:00:00,8.235851314280985
2024-08-14 15:00:00,8.348184647614325
2024-08-14 16:00:00,8.571240203169872
2024-08-15 00:00:00,8.497906869836548
2024-08-15 02:00:00,8.556101314280987
2024-08-15 03:00:00,8.613422742852414
2024-08-15 04:00:00,8.575476314280984
2024-08-15 05:00:00,8.539017980947655
2024-08-15 08:00:00,8.574851314280998
2024-08-15 09:00:00,9.068832795762496
2024-08-15 15:00:00,9.299434647614312
2024-08-15 18:00:00,9.547351314280995
2024-08-15 19:00:00,9.749017980947663
2024-08-15 22:00:00,9.871413814280992
2024-08-15 23:00:00,9.99949417142384
2024-08-16 00:00:00,9.971669496099175
2024-08-16 01:00:00,9.933779885709548
2024-08-16 02:00:00,9.902351314280999
2024-08-16 03:00:00,9.81785131428098
2024-08-16 04:00:00,9.720684647614327
2024-08-16 06:00:00,9.66502988570955
2024-08-16 07:00:00,9.57026798094767
2024-08-16 09:00:00,9.332351314280977
2024-08-16 10:00:00,9.228065599995269
2024-08-16 11:00:00,8.982351314280997
2024-08-16 12:00:00,8.705533132462811
2024-08-16 13:00:00,8.480684647614318
2024-08-17 04:00:00,8.398601314280988
2024-08-17 06:00:00,8.247351314280998
2024-08-17 07:00:00,8.121726314280998
2024-08-17 08:00:00,8.077351314280996
2024-08-17 15:00:00,7.990922742852412
2024-08-17 16:00:00,7.830922742852415
2024-08-18 04:00:00,7.797351314280995
2024-08-18 06:00:00,7.952629092058764
2024-08-18 07:00:00,8.218184647614315
2024-08-18 09:00:00,8.456815599995288
2024-08-18 16:00:00,8.329494171423853
2024-08-18 22:00:00,8.121934647614331
2024-08-18 23:00:00,8.015476314280995
2024-08-19 00:00:00,7.881101314281004
2024-08-19 02:00:00,7.844851314280994
2024-08-19 03:00:00,7.867601314280982
2024-08-19 04:00:00,8.032172742852417
2024-08-19 06:00:00,8.156517980947662
2024-08-19 07:00:00,8.161851314280987
2024-08-19 08:00:00,8.12913702856671
2024-08-19 09:00:00,8.54144222337191
2024-08-19 18:00:00,8.740851314280995
2024-08-19 22:00:00,8.769851314280992
2024-08-20 01:00:00,8.59922631428099
2024-08-20 02:00:00,8.34651798094766
2024-08-20 03:00:00,8.033351314281
2024-08-20 04:00:00,7.9373513142809955
2024-08-20 05:00:00,7.875601314281006
2024-08-20 06:00:00,7.795476314280997
2024-08-20 08:00:00,7.733351314280988
2024-08-20 12:00:00,7.270922742852413
2024-08-20 13:00:00,6.394090444715765
2024-08-20 17:00:00,5.791398933328601
2024-08-20 18:00:00,6.206101314280993
2024-08-20 21:00:00,6.344226314280995
2024-08-21 00:00:00,6.369851314280986
2024-08-21 01:00:00,6.302101314280996
2024-08-21 02:00:00,6.28462404155372
2024-08-21 03:00:00,6.168101314280982
2024-08-21 04:00:00,5.95922631428099
2024-08-21 05:00:00,5.6987402031698835
2024-08-21 06:00:00,5.5223513142810035
2024-08-21 09:00:00,5.386637028566703
2024-08-21 10:00:00,5.264695064281007
2024-08-21 15:00:00,5.205351314280996
2024-08-21 21:00:00,5.212351314280987
2024-08-21 22:00:00,5.257851314280991
2024-08-21 23:00:00,5.318913814280997
2024-08-22 00:00:00,5.305267980947669
2024-08-22 01:00:00,5.296351314280976
2024-08-22 03:00:00,5.280851314280987
2024-08-22 05:00:00,5.174851314280993
2024-08-22 06:00:00,5.007976314281002
2024-08-22 07:00:00,4.718288814280989
2024-08-22 08:00:00,4.684851314280998
2024-08-22 13:00:00,4.589017980947666
2024-08-22 20:00:00,4.485476314280994
2024-08-22 21:00:00,4.309295758725433
2024-08-22 22:00:00,4.076101314280997
2024-08-22 23:00:00,3.9746590065886878
2024-08-23 01:00:00,3.7168155999952717
2024-08-23 02:00:00,3.507351314280996
2024-08-23 03:00:00,3.338851314280987
2024-08-23 04:00:00,3.2211013142810003
2024-08-23 06:00:00,3.073184647614333
2024-08-23 07:00:00,2.90453881428099
2024-08-23 12:00:00,2.872172742852406
2024-08-23 13:00:00,2.2500894095190773
2024-08-24 02:00:00,1.8748513142809955
2024-08-24 03:00:00,1.7423513142809952
2024-08-24 04:00:00,1.6415179809476612
2024-08-24 05:00:00,1.5216013142809928
2024-08-24 07:00:00,1.3071013142809988
2024-08-24 09:00:00,1.18801798094767
2024-08-25 07:00:00,-2.101398685719012
2024-08-25 09:00:00,-2.2316070190523334
2024-08-25 12:00:00,-2.2201486857190034
2024-08-25 13:00:00,-1.9848361857190042
2024-08-26 06:00:00,-4.293482019052341
2024-08-26 07:00:00,-4.544732019052333
2024-08-26 08:00:00,-4.77514868571901
2024-08-26 09:00:00,-4.800148685719009
2024-08-26 13:00:00,-4.656554935719008
2024-08-26 14:00:00,-4.502648685719009
2024-08-26 17:00:00,-4.463898685719009
2024-08-26 18:00:00,-4.280883979836652
2024-08-26 19:00:00,-3.8153570190523425
2024-08-26 20:00:00,-3.179434400004709
2024-08-26 22:00:00,-3.07800582857616
2024-08-26 23:00:00,-3.1835140703343896
2024-08-27 00:00:00,-3.0787424357189934
2024-08-27 01:00:00,-3.123825156307248
2024-08-27 02:00:00,-3.1978867809571057
2024-08-27 03:00:00,-3.111619273954318
2024-08-27 04:00:00,-2.583178988749303
2024-08-27 05:00:00,-2.1216192739542947
2024-08-27 06:00:00,-2.043569738350584
2024-08-27 07:00:00,-2.37003504935538
2024-08-27 10:00:00,-2.5593878161538015
2024-08-27 11:00:00,-2.391398685719004
2024-08-28 04:00:00,-2.4545236857190034
2024-08-29 03:00:00,-2.066259796830117
2024-08-29 04:00:00,-2.0707042412745693
2024-08-29 06:00:00,-2.078898685719018
2024-08-29 07:00:00,-2.0416070190523357
